        4636           2          20
Tue Mar 13 17:52:45 2007
nirspec_doar24es_glue.dat

Full Nirspec spectrum of doar24es, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
april data much worse,  do not use
  4.7866898E+00           -NaN
  4.7867856E+00           -NaN
  4.7868814E+00           -NaN
  4.7869773E+00           -NaN
  4.7870731E+00           -NaN
  4.7871685E+00           -NaN
  4.7872643E+00           -NaN
  4.7873602E+00           -NaN
  4.7874560E+00           -NaN
  4.7875519E+00           -NaN
  4.7876472E+00           -NaN
  4.7877431E+00           -NaN
  4.7878389E+00           -NaN
  4.7879348E+00           -NaN
  4.7880306E+00           -NaN
  4.7881260E+00           -NaN
  4.7882218E+00           -NaN
  4.7883177E+00           -NaN
  4.7884135E+00           -NaN
  4.7885094E+00           -NaN
  4.7886052E+00           -NaN
  4.7887006E+00           -NaN
  4.7887964E+00           -NaN
  4.7888923E+00           -NaN
  4.7889881E+00           -NaN
  4.7890840E+00           -NaN
  4.7891798E+00           -NaN
  4.7892756E+00           -NaN
  4.7893715E+00           -NaN
  4.7894669E+00           -NaN
  4.7895627E+00           -NaN
  4.7896585E+00           -NaN
  4.7897544E+00           -NaN
  4.7898502E+00           -NaN
  4.7899461E+00           -NaN
  4.7900419E+00           -NaN
  4.7901378E+00           -NaN
  4.7902336E+00           -NaN
  4.7903290E+00           -NaN
  4.7904248E+00           -NaN
  4.7905207E+00           -NaN
  4.7906165E+00           -NaN
  4.7907124E+00           -NaN
  4.7908082E+00           -NaN
  4.7909040E+00           -NaN
  4.7909999E+00           -NaN
  4.7910957E+00           -NaN
  4.7911916E+00           -NaN
  4.7912874E+00           -NaN
  4.7913833E+00           -NaN
  4.7914791E+00           -NaN
  4.7915750E+00           -NaN
  4.7916708E+00           -NaN
  4.7917666E+00           -NaN
  4.7918625E+00           -NaN
  4.7919583E+00           -NaN
  4.7920542E+00           -NaN
  4.7921500E+00           -NaN
  4.7922459E+00           -NaN
  4.7923417E+00           -NaN
  4.7924376E+00           -NaN
  4.7925334E+00           -NaN
  4.7926292E+00           -NaN
  4.7927251E+00           -NaN
  4.7928209E+00           -NaN
  4.7929168E+00           -NaN
  4.7930126E+00           -NaN
  4.7931085E+00           -NaN
  4.7932043E+00           -NaN
  4.7933002E+00           -NaN
  4.7933960E+00           -NaN
  4.7934918E+00           -NaN
  4.7935877E+00           -NaN
  4.7936835E+00           -NaN
  4.7937794E+00           -NaN
  4.7938752E+00           -NaN
  4.7939711E+00           -NaN
  4.7940669E+00           -NaN
  4.7941628E+00           -NaN
  4.7942591E+00           -NaN
  4.7943549E+00           -NaN
  4.7944508E+00           -NaN
  4.7945466E+00           -NaN
  4.7946424E+00           -NaN
  4.7947383E+00           -NaN
  4.7948341E+00           -NaN
  4.7949300E+00           -NaN
  4.7950258E+00           -NaN
  4.7951217E+00           -NaN
  4.7952180E+00           -NaN
  4.7953138E+00           -NaN
  4.7954097E+00           -NaN
  4.7955055E+00           -NaN
  4.7956014E+00           -NaN
  4.7956972E+00           -NaN
  4.7957931E+00           -NaN
  4.7958894E+00           -NaN
  4.7959852E+00           -NaN
  4.7960811E+00           -NaN
  4.7961769E+00           -NaN
  4.7962728E+00           -NaN
  4.7963686E+00           -NaN
  4.7964649E+00           -NaN
  4.7965608E+00           -NaN
  4.7966566E+00           -NaN
  4.7967525E+00           -NaN
  4.7968483E+00           -NaN
  4.7969441E+00           -NaN
  4.7970405E+00           -NaN
  4.7971363E+00           -NaN
  4.7972322E+00           -NaN
  4.7973280E+00           -NaN
  4.7974243E+00           -NaN
  4.7975202E+00           -NaN
  4.7976160E+00           -NaN
  4.7977118E+00           -NaN
  4.7978077E+00           -NaN
  4.7979040E+00           -NaN
  4.7979999E+00           -NaN
  4.7980957E+00           -NaN
  4.7981915E+00           -NaN
  4.7982879E+00           -NaN
  4.7983837E+00           -NaN
  4.7984796E+00           -NaN
  4.7985754E+00           -NaN
  4.7986717E+00           -NaN
  4.7987676E+00           -NaN
  4.7988634E+00           -NaN
  4.7989593E+00           -NaN
  4.7990556E+00           -NaN
  4.7991514E+00           -NaN
  4.7992473E+00           -NaN
  4.7993436E+00           -NaN
  4.7994394E+00           -NaN
  4.7995353E+00           -NaN
  4.7996316E+00           -NaN
  4.7997274E+00           -NaN
  4.7998233E+00           -NaN
  4.7999191E+00           -NaN
  4.8000154E+00           -NaN
  4.8001113E+00           -NaN
  4.8002071E+00           -NaN
  4.8003035E+00           -NaN
  4.8003993E+00           -NaN
  4.8004951E+00           -NaN
  4.8005915E+00           -NaN
  4.8006873E+00           -NaN
  4.8007836E+00           -NaN
  4.8008795E+00           -NaN
  4.8009753E+00           -NaN
  4.8010716E+00           -NaN
  4.8011675E+00           -NaN
  4.8012633E+00           -NaN
  4.8013597E+00           -NaN
  4.8014555E+00           -NaN
  4.8015518E+00           -NaN
  4.8016477E+00           -NaN
  4.8017435E+00           -NaN
  4.8018398E+00           -NaN
  4.8019357E+00           -NaN
  4.8020320E+00           -NaN
  4.8021278E+00           -NaN
  4.8022237E+00           -NaN
  4.8023200E+00           -NaN
  4.8024158E+00           -NaN
  4.8025122E+00           -NaN
  4.8026080E+00           -NaN
  4.8027043E+00           -NaN
  4.8028002E+00           -NaN
  4.8028960E+00           -NaN
  4.8029923E+00           -NaN
  4.8030882E+00           -NaN
  4.8031845E+00           -NaN
  4.8032804E+00           -NaN
  4.8033767E+00           -NaN
  4.8034725E+00           -NaN
  4.8035688E+00           -NaN
  4.8036647E+00           -NaN
  4.8037610E+00           -NaN
  4.8038568E+00           -NaN
  4.8039532E+00           -NaN
  4.8040490E+00           -NaN
  4.8041453E+00           -NaN
  4.8042412E+00           -NaN
  4.8043375E+00           -NaN
  4.8044333E+00           -NaN
  4.8045297E+00           -NaN
  4.8046255E+00           -NaN
  4.8047218E+00           -NaN
  4.8048177E+00           -NaN
  4.8049140E+00           -NaN
  4.8050098E+00           -NaN
  4.8051062E+00           -NaN
  4.8052020E+00           -NaN
  4.8052983E+00           -NaN
  4.8053942E+00           -NaN
  4.8054905E+00           -NaN
  4.8055863E+00           -NaN
  4.8056827E+00           -NaN
  4.8057790E+00           -NaN
  4.8058748E+00           -NaN
  4.8059711E+00           -NaN
  4.8060670E+00           -NaN
  4.8061633E+00           -NaN
  4.8062592E+00           -NaN
  4.8063555E+00           -NaN
  4.8064518E+00           -NaN
  4.8065476E+00           -NaN
  4.8066440E+00           -NaN
  4.8067398E+00           -NaN
  4.8068361E+00           -NaN
  4.8069324E+00           -NaN
  4.8070283E+00           -NaN
  4.8071246E+00           -NaN
  4.8072209E+00           -NaN
  4.8073168E+00           -NaN
  4.8074131E+00           -NaN
  4.8075089E+00           -NaN
  4.8076053E+00           -NaN
  4.8077016E+00           -NaN
  4.8077974E+00           -NaN
  4.8078938E+00           -NaN
  4.8079901E+00           -NaN
  4.8080859E+00           -NaN
  4.8081822E+00           -NaN
  4.8082786E+00           -NaN
  4.8083744E+00           -NaN
  4.8084707E+00           -NaN
  4.8085670E+00           -NaN
  4.8086629E+00           -NaN
  4.8087592E+00           -NaN
  4.8088555E+00           -NaN
  4.8089514E+00           -NaN
  4.8090477E+00           -NaN
  4.8091440E+00           -NaN
  4.8092403E+00           -NaN
  4.8093362E+00           -NaN
  4.8094325E+00           -NaN
  4.8095288E+00           -NaN
  4.8096247E+00           -NaN
  4.8097210E+00           -NaN
  4.8098173E+00           -NaN
  4.8099136E+00           -NaN
  4.8100095E+00           -NaN
  4.8101058E+00           -NaN
  4.8102021E+00           -NaN
  4.8102984E+00           -NaN
  4.8103943E+00           -NaN
  4.8104906E+00           -NaN
  4.8105869E+00           -NaN
  4.8106833E+00           -NaN
  4.8107796E+00           -NaN
  4.8108754E+00           -NaN
  4.8109717E+00           -NaN
  4.8110681E+00           -NaN
  4.8111644E+00           -NaN
  4.8112602E+00           -NaN
  4.8113565E+00           -NaN
  4.8114529E+00           -NaN
  4.8115492E+00           -NaN
  4.8116455E+00           -NaN
  4.8117414E+00           -NaN
  4.8118377E+00           -NaN
  4.8119340E+00           -NaN
  4.8120303E+00           -NaN
  4.8121266E+00           -NaN
  4.8122230E+00           -NaN
  4.8123188E+00           -NaN
  4.8124151E+00           -NaN
  4.8125114E+00           -NaN
  4.8126078E+00           -NaN
  4.8127041E+00           -NaN
  4.8128004E+00           -NaN
  4.8128967E+00           -NaN
  4.8129926E+00           -NaN
  4.8130889E+00           -NaN
  4.8131852E+00           -NaN
  4.8132815E+00           -NaN
  4.8133779E+00           -NaN
  4.8134742E+00           -NaN
  4.8135705E+00           -NaN
  4.8136668E+00           -NaN
  4.8137631E+00           -NaN
  4.8138590E+00           -NaN
  4.8139553E+00           -NaN
  4.8140516E+00           -NaN
  4.8141479E+00           -NaN
  4.8142443E+00           -NaN
  4.8143406E+00           -NaN
  4.8144369E+00           -NaN
  4.8145332E+00           -NaN
  4.8146296E+00           -NaN
  4.8147259E+00           -NaN
  4.8148222E+00           -NaN
  4.8149185E+00           -NaN
  4.8150148E+00           -NaN
  4.8151112E+00           -NaN
  4.8152075E+00           -NaN
  4.8153033E+00           -NaN
  4.8153996E+00           -NaN
  4.8154960E+00           -NaN
  4.8155923E+00           -NaN
  4.8156886E+00           -NaN
  4.8157849E+00           -NaN
  4.8158813E+00           -NaN
  4.8159776E+00           -NaN
  4.8160739E+00           -NaN
  4.8161702E+00           -NaN
  4.8162665E+00           -NaN
  4.8163629E+00           -NaN
  4.8164592E+00           -NaN
  4.8165555E+00           -NaN
  4.8166518E+00           -NaN
  4.8167481E+00           -NaN
  4.8168445E+00           -NaN
  4.8169408E+00           -NaN
  4.8170376E+00           -NaN
  4.8171339E+00           -NaN
  4.8172302E+00           -NaN
  4.8173265E+00           -NaN
  4.8174229E+00           -NaN
  4.8175192E+00           -NaN
  4.8176155E+00           -NaN
  4.8177118E+00           -NaN
  4.8178082E+00           -NaN
  4.8179045E+00           -NaN
  4.8180008E+00           -NaN
  4.8180971E+00           -NaN
  4.8181934E+00           -NaN
  4.8182898E+00           -NaN
  4.8183861E+00           -NaN
  4.8184829E+00           -NaN
  4.8185792E+00           -NaN
  4.8186755E+00           -NaN
  4.8187718E+00           -NaN
  4.8188682E+00           -NaN
  4.8189645E+00           -NaN
  4.8190608E+00           -NaN
  4.8191571E+00           -NaN
  4.8192534E+00           -NaN
  4.8193502E+00           -NaN
  4.8194466E+00           -NaN
  4.8195429E+00           -NaN
  4.8196392E+00           -NaN
  4.8197355E+00           -NaN
  4.8198318E+00           -NaN
  4.8199286E+00           -NaN
  4.8200250E+00           -NaN
  4.8201213E+00           -NaN
  4.8202176E+00           -NaN
  4.8203139E+00           -NaN
  4.8204103E+00           -NaN
  4.8205070E+00           -NaN
  4.8206034E+00           -NaN
  4.8206997E+00           -NaN
  4.8207960E+00           -NaN
  4.8208923E+00           -NaN
  4.8209891E+00           -NaN
  4.8210855E+00           -NaN
  4.8211818E+00           -NaN
  4.8212781E+00           -NaN
  4.8213744E+00           -NaN
  4.8214712E+00           -NaN
  4.8215675E+00           -NaN
  4.8216639E+00           -NaN
  4.8217602E+00           -NaN
  4.8218570E+00           -NaN
  4.8219533E+00           -NaN
  4.8220496E+00           -NaN
  4.8221459E+00           -NaN
  4.8222427E+00           -NaN
  4.8223391E+00           -NaN
  4.8224354E+00           -NaN
  4.8225317E+00           -NaN
  4.8226285E+00           -NaN
  4.8227248E+00           -NaN
  4.8228211E+00           -NaN
  4.8229175E+00           -NaN
  4.8230143E+00           -NaN
  4.8231106E+00           -NaN
  4.8232069E+00           -NaN
  4.8233037E+00           -NaN
  4.8234000E+00           -NaN
  4.8234963E+00           -NaN
  4.8235931E+00           -NaN
  4.8236895E+00           -NaN
  4.8237858E+00           -NaN
  4.8238826E+00           -NaN
  4.8239789E+00           -NaN
  4.8240752E+00           -NaN
  4.8241715E+00           -NaN
  4.8242683E+00           -NaN
  4.8243647E+00           -NaN
  4.8244615E+00           -NaN
  4.8245578E+00           -NaN
  4.8246541E+00           -NaN
  4.8247509E+00           -NaN
  4.8248472E+00           -NaN
  4.8249435E+00           -NaN
  4.8250403E+00           -NaN
  4.8251367E+00           -NaN
  4.8252330E+00           -NaN
  4.8253298E+00           -NaN
  4.8254261E+00           -NaN
  4.8255229E+00           -NaN
  4.8256192E+00           -NaN
  4.8257155E+00           -NaN
  4.8258123E+00           -NaN
  4.8259087E+00           -NaN
  4.8260055E+00           -NaN
  4.8261018E+00           -NaN
  4.8261981E+00           -NaN
  4.8262949E+00           -NaN
  4.8263912E+00           -NaN
  4.8264880E+00           -NaN
  4.8265843E+00           -NaN
  4.8266811E+00           -NaN
  4.8267775E+00           -NaN
  4.8268743E+00           -NaN
  4.8269706E+00           -NaN
  4.8270669E+00           -NaN
  4.8271637E+00           -NaN
  4.8272600E+00           -NaN
  4.8273568E+00           -NaN
  4.8274531E+00           -NaN
  4.8275499E+00           -NaN
  4.8276463E+00           -NaN
  4.8277431E+00           -NaN
  4.8278394E+00           -NaN
  4.8279362E+00           -NaN
  4.8280325E+00           -NaN
  4.8281293E+00           -NaN
  4.8282256E+00           -NaN
  4.8283224E+00           -NaN
  4.8284187E+00           -NaN
  4.8285155E+00           -NaN
  4.8286119E+00           -NaN
  4.8287086E+00           -NaN
  4.8288050E+00           -NaN
  4.8289018E+00           -NaN
  4.8289981E+00           -NaN
  4.8290949E+00           -NaN
  4.8291917E+00           -NaN
  4.8292880E+00           -NaN
  4.8293848E+00           -NaN
  4.8294811E+00           -NaN
  4.8295779E+00           -NaN
  4.8296742E+00           -NaN
  4.8297710E+00           -NaN
  4.8298678E+00           -NaN
  4.8299642E+00           -NaN
  4.8300610E+00           -NaN
  4.8301573E+00           -NaN
  4.8302541E+00           -NaN
  4.8303504E+00           -NaN
  4.8304472E+00           -NaN
  4.8305440E+00           -NaN
  4.8306403E+00           -NaN
  4.8307371E+00           -NaN
  4.8308334E+00           -NaN
  4.8309302E+00           -NaN
  4.8310270E+00           -NaN
  4.8311234E+00           -NaN
  4.8312201E+00           -NaN
  4.8313169E+00           -NaN
  4.8314133E+00           -NaN
  4.8315101E+00           -NaN
  4.8316069E+00           -NaN
  4.8317032E+00           -NaN
  4.8318000E+00           -NaN
  4.8318968E+00           -NaN
  4.8319931E+00           -NaN
  4.8320899E+00           -NaN
  4.8321867E+00           -NaN
  4.8322830E+00           -NaN
  4.8323798E+00           -NaN
  4.8324766E+00           -NaN
  4.8325729E+00           -NaN
  4.8326697E+00           -NaN
  4.8327665E+00           -NaN
  4.8328629E+00           -NaN
  4.8329597E+00           -NaN
  4.8330564E+00           -NaN
  4.8331528E+00           -NaN
  4.8332496E+00           -NaN
  4.8333464E+00           -NaN
  4.8334432E+00           -NaN
  4.8335395E+00           -NaN
  4.8336363E+00           -NaN
  4.8337331E+00           -NaN
  4.8338299E+00           -NaN
  4.8339262E+00           -NaN
  4.8340230E+00           -NaN
  4.8341198E+00           -NaN
  4.8342166E+00           -NaN
  4.8343129E+00           -NaN
  4.8344097E+00           -NaN
  4.8345065E+00           -NaN
  4.8346033E+00           -NaN
  4.8346996E+00           -NaN
  4.8347964E+00           -NaN
  4.8348932E+00           -NaN
  4.8349900E+00           -NaN
  4.8350868E+00           -NaN
  4.8351831E+00           -NaN
  4.8352799E+00           -NaN
  4.8353767E+00           -NaN
  4.8354735E+00           -NaN
  4.8355703E+00           -NaN
  4.8356667E+00           -NaN
  4.8357635E+00           -NaN
  4.8358603E+00           -NaN
  4.8359571E+00           -NaN
  4.8360538E+00           -NaN
  4.8361506E+00           -NaN
  4.8362470E+00           -NaN
  4.8363438E+00           -NaN
  4.8364406E+00           -NaN
  4.8365374E+00           -NaN
  4.8366342E+00           -NaN
  4.8367310E+00           -NaN
  4.8368278E+00           -NaN
  4.8369241E+00           -NaN
  4.8370209E+00           -NaN
  4.8371177E+00           -NaN
  4.8372145E+00           -NaN
  4.8373113E+00           -NaN
  4.8374081E+00           -NaN
  4.8375049E+00           -NaN
  4.8376017E+00           -NaN
  4.8376985E+00           -NaN
  4.8377948E+00           -NaN
  4.8378916E+00           -NaN
  4.8379884E+00           -NaN
  4.8380852E+00           -NaN
  4.8381820E+00           -NaN
  4.8382788E+00           -NaN
  4.8383756E+00           -NaN
  4.8384724E+00           -NaN
  4.8385692E+00           -NaN
  4.8386660E+00           -NaN
  4.8387628E+00           -NaN
  4.8388596E+00           -NaN
  4.8389564E+00           -NaN
  4.8390532E+00           -NaN
  4.8391500E+00           -NaN
  4.8392467E+00           -NaN
  4.8393435E+00           -NaN
  4.8394403E+00           -NaN
  4.8395371E+00           -NaN
  4.8396335E+00           -NaN
  4.8397303E+00           -NaN
  4.8398271E+00           -NaN
  4.8399239E+00           -NaN
  4.8400207E+00           -NaN
  4.8401175E+00           -NaN
  4.8402143E+00           -NaN
  4.8403115E+00           -NaN
  4.8404083E+00           -NaN
  4.8405051E+00           -NaN
  4.8406019E+00           -NaN
  4.8406987E+00           -NaN
  4.8407955E+00           -NaN
  4.8408923E+00           -NaN
  4.8409891E+00           -NaN
  4.8410859E+00           -NaN
  4.8411827E+00           -NaN
  4.8412795E+00           -NaN
  4.8413763E+00           -NaN
  4.8414731E+00           -NaN
  4.8415699E+00           -NaN
  4.8416667E+00           -NaN
  4.8417635E+00           -NaN
  4.8418603E+00           -NaN
  4.8419571E+00           -NaN
  4.8420539E+00           -NaN
  4.8421512E+00           -NaN
  4.8422480E+00           -NaN
  4.8423448E+00           -NaN
  4.8424416E+00           -NaN
  4.8425384E+00           -NaN
  4.8426352E+00           -NaN
  4.8427320E+00           -NaN
  4.8428288E+00           -NaN
  4.8429255E+00           -NaN
  4.8430228E+00           -NaN
  4.8431196E+00           -NaN
  4.8432164E+00           -NaN
  4.8433132E+00           -NaN
  4.8434100E+00           -NaN
  4.8435068E+00           -NaN
  4.8436036E+00           -NaN
  4.8437009E+00           -NaN
  4.8437977E+00           -NaN
  4.8438945E+00           -NaN
  4.8439913E+00           -NaN
  4.8440881E+00           -NaN
  4.8441849E+00           -NaN
  4.8442822E+00           -NaN
  4.8443789E+00           -NaN
  4.8444757E+00           -NaN
  4.8445725E+00           -NaN
  4.8446693E+00           -NaN
  4.8447666E+00           -NaN
  4.8448634E+00           -NaN
  4.8449602E+00           -NaN
  4.8450570E+00           -NaN
  4.8451538E+00           -NaN
  4.8452511E+00           -NaN
  4.8453479E+00           -NaN
  4.8454447E+00           -NaN
  4.8455415E+00           -NaN
  4.8456383E+00           -NaN
  4.8457355E+00           -NaN
  4.8458323E+00           -NaN
  4.8459291E+00           -NaN
  4.8460259E+00           -NaN
  4.8461232E+00           -NaN
  4.8462200E+00           -NaN
  4.8463168E+00           -NaN
  4.8464141E+00           -NaN
  4.8465109E+00           -NaN
  4.8466077E+00           -NaN
  4.8467045E+00           -NaN
  4.8468018E+00           -NaN
  4.8468986E+00           -NaN
  4.8469954E+00           -NaN
  4.8470926E+00           -NaN
  4.8471894E+00           -NaN
  4.8472862E+00           -NaN
  4.8473830E+00           -NaN
  4.8474803E+00           -NaN
  4.8475771E+00           -NaN
  4.8476739E+00           -NaN
  4.8477712E+00           -NaN
  4.8478680E+00           -NaN
  4.8479648E+00           -NaN
  4.8480620E+00           -NaN
  4.8481588E+00           -NaN
  4.8482556E+00           -NaN
  4.8483529E+00           -NaN
  4.8484497E+00           -NaN
  4.8485465E+00           -NaN
  4.8486438E+00           -NaN
  4.8487406E+00           -NaN
  4.8488379E+00           -NaN
  4.8489347E+00           -NaN
  4.8490314E+00           -NaN
  4.8491287E+00           -NaN
  4.8492255E+00           -NaN
  4.8493228E+00           -NaN
  4.8494196E+00           -NaN
  4.8495164E+00           -NaN
  4.8496137E+00           -NaN
  4.8497105E+00           -NaN
  4.8498077E+00           -NaN
  4.8499045E+00           -NaN
  4.8500013E+00           -NaN
  4.8500986E+00           -NaN
  4.8501954E+00           -NaN
  4.8502927E+00           -NaN
  4.8503895E+00           -NaN
  4.8504868E+00           -NaN
  4.8505836E+00           -NaN
  4.8506804E+00           -NaN
  4.8507776E+00           -NaN
  4.8508744E+00           -NaN
  4.8509717E+00           -NaN
  4.8510685E+00           -NaN
  4.8511658E+00           -NaN
  4.8512626E+00           -NaN
  4.8513598E+00           -NaN
  4.8514566E+00           -NaN
  4.8515539E+00           -NaN
  4.8516507E+00           -NaN
  4.8517480E+00           -NaN
  4.8518448E+00           -NaN
  4.8519421E+00           -NaN
  4.8520389E+00           -NaN
  4.8521361E+00           -NaN
  4.8522329E+00           -NaN
  4.8523302E+00           -NaN
  4.8524270E+00           -NaN
  4.8525243E+00           -NaN
  4.8526211E+00           -NaN
  4.8527184E+00           -NaN
  4.8528152E+00           -NaN
  4.8529124E+00           -NaN
  4.8530092E+00           -NaN
  4.8531065E+00           -NaN
  4.8532033E+00           -NaN
  4.8533006E+00           -NaN
  4.8533978E+00           -NaN
  4.8534946E+00           -NaN
  4.8535919E+00           -NaN
  4.8536887E+00           -NaN
  4.8537860E+00           -NaN
  4.8538828E+00           -NaN
  4.8539801E+00           -NaN
  4.8540773E+00           -NaN
  4.8541741E+00           -NaN
  4.8542714E+00           -NaN
  4.8543682E+00           -NaN
  4.8544655E+00           -NaN
  4.8545628E+00           -NaN
  4.8546596E+00           -NaN
  4.8547568E+00           -NaN
  4.8548541E+00           -NaN
  4.8549509E+00           -NaN
  4.8550482E+00           -NaN
  4.8551450E+00           -NaN
  4.8552423E+00           -NaN
  4.8553395E+00           -NaN
  4.8554363E+00           -NaN
  4.8555336E+00           -NaN
  4.8556309E+00           -NaN
  4.8557277E+00           -NaN
  4.8558249E+00           -NaN
  4.8559222E+00           -NaN
  4.8560190E+00           -NaN
  4.8561163E+00           -NaN
  4.8562136E+00           -NaN
  4.8563104E+00           -NaN
  4.8564076E+00           -NaN
  4.8565049E+00           -NaN
  4.8566017E+00           -NaN
  4.8566990E+00           -NaN
  4.8567963E+00           -NaN
  4.8568935E+00           -NaN
  4.8569903E+00           -NaN
  4.8570876E+00           -NaN
  4.8571849E+00           -NaN
  4.8572817E+00           -NaN
  4.8573790E+00           -NaN
  4.8574762E+00           -NaN
  4.8575735E+00           -NaN
  4.8576703E+00           -NaN
  4.8577676E+00           -NaN
  4.8578649E+00           -NaN
  4.8579621E+00           -NaN
  4.8580589E+00           -NaN
  4.8581562E+00           -NaN
  4.8582535E+00           -NaN
  4.8583508E+00           -NaN
  4.8584476E+00           -NaN
  4.8585448E+00           -NaN
  4.8586421E+00           -NaN
  4.8587394E+00           -NaN
  4.8588367E+00           -NaN
  4.8589334E+00           -NaN
  4.8590307E+00           -NaN
  4.8591280E+00           -NaN
  4.8592253E+00           -NaN
  4.8593225E+00           -NaN
  4.8594193E+00           -NaN
  4.8595166E+00           -NaN
  4.8596139E+00           -NaN
  4.8597112E+00           -NaN
  4.8598084E+00           -NaN
  4.8599057E+00           -NaN
  4.8600025E+00           -NaN
  4.8600998E+00           -NaN
  4.8601971E+00           -NaN
  4.8602943E+00           -NaN
  4.8603916E+00           -NaN
  4.8604889E+00           -NaN
  4.8605862E+00           -NaN
  4.8606830E+00           -NaN
  4.8607802E+00           -NaN
  4.8608775E+00           -NaN
  4.8609748E+00           -NaN
  4.8610721E+00           -NaN
  4.8611693E+00           -NaN
  4.8612666E+00           -NaN
  4.8613639E+00           -NaN
  4.8614607E+00           -NaN
  4.8615580E+00           -NaN
  4.8616552E+00           -NaN
  4.8617525E+00           -NaN
  4.8618498E+00           -NaN
  4.8619471E+00           -NaN
  4.8620443E+00           -NaN
  4.8621416E+00           -NaN
  4.8622389E+00           -NaN
  4.8623362E+00           -NaN
  4.8624334E+00           -NaN
  4.8625307E+00           -NaN
  4.8626280E+00           -NaN
  4.8627253E+00           -NaN
  4.8628225E+00           -NaN
  4.8629193E+00           -NaN
  4.8630166E+00           -NaN
  4.8631139E+00           -NaN
  4.8632112E+00           -NaN
  4.8633084E+00           -NaN
  4.8634057E+00           -NaN
  4.8635030E+00           -NaN
  4.8636003E+00           -NaN
  4.8636975E+00           -NaN
  4.8637948E+00           -NaN
  4.8638921E+00           -NaN
  4.8639894E+00           -NaN
  4.8640866E+00           -NaN
  4.8641839E+00           -NaN
  4.8642812E+00           -NaN
  4.8643785E+00           -NaN
  4.8644757E+00           -NaN
  4.8645730E+00           -NaN
  4.8646703E+00           -NaN
  4.8647680E+00           -NaN
  4.8648653E+00           -NaN
  4.8649626E+00           -NaN
  4.8650599E+00           -NaN
  4.8651571E+00           -NaN
  4.8652544E+00           -NaN
  4.8653517E+00           -NaN
  4.8654490E+00           -NaN
  4.8655462E+00           -NaN
  4.8656435E+00           -NaN
  4.8657408E+00           -NaN
  4.8658381E+00           -NaN
  4.8659353E+00           -NaN
  4.8660326E+00           -NaN
  4.8661299E+00           -NaN
  4.8662276E+00           -NaN
  4.8663249E+00           -NaN
  4.8664222E+00           -NaN
  4.8665195E+00           -NaN
  4.8666167E+00           -NaN
  4.8667140E+00           -NaN
  4.8668113E+00           -NaN
  4.8669086E+00           -NaN
  4.8670063E+00           -NaN
  4.8671036E+00           -NaN
  4.8672009E+00           -NaN
  4.8672981E+00           -NaN
  4.8673954E+00           -NaN
  4.8674927E+00           -NaN
  4.8675900E+00           -NaN
  4.8676877E+00           -NaN
  4.8677850E+00           -NaN
  4.8678823E+00           -NaN
  4.8679795E+00           -NaN
  4.8680768E+00           -NaN
  4.8681741E+00           -NaN
  4.8682718E+00           -NaN
  4.8683691E+00           -NaN
  4.8684664E+00           -NaN
  4.8685637E+00           -NaN
  4.8686609E+00           -NaN
  4.8687587E+00           -NaN
  4.8688560E+00           -NaN
  4.8689532E+00           -NaN
  4.8690505E+00           -NaN
  4.8691478E+00           -NaN
  4.8692455E+00           -NaN
  4.8693428E+00           -NaN
  4.8694401E+00           -NaN
  4.8695374E+00           -NaN
  4.8696351E+00           -NaN
  4.8697324E+00           -NaN
  4.8698297E+00           -NaN
  4.8699269E+00           -NaN
  4.8700247E+00           -NaN
  4.8701220E+00           -NaN
  4.8702192E+00           -NaN
  4.8703165E+00           -NaN
  4.8704143E+00           -NaN
  4.8705115E+00           -NaN
  4.8706088E+00           -NaN
  4.8707066E+00           -NaN
  4.8708038E+00           -NaN
  4.8709011E+00           -NaN
  4.8709989E+00           -NaN
  4.8710961E+00           -NaN
  4.8711934E+00           -NaN
  4.8712907E+00           -NaN
  4.8713884E+00           -NaN
  4.8714857E+00           -NaN
  4.8715830E+00           -NaN
  4.8716807E+00           -NaN
  4.8717780E+00           -NaN
  4.8718753E+00           -NaN
  4.8719730E+00           -NaN
  4.8720703E+00           -NaN
  4.8721676E+00           -NaN
  4.8722653E+00           -NaN
  4.8723626E+00           -NaN
  4.8724599E+00           -NaN
  4.8725576E+00           -NaN
  4.8726549E+00           -NaN
  4.8727527E+00           -NaN
  4.8728499E+00           -NaN
  4.8729472E+00           -NaN
  4.8730450E+00           -NaN
  4.8731422E+00           -NaN
  4.8732400E+00           -NaN
  4.8733373E+00           -NaN
  4.8734345E+00           -NaN
  4.8735323E+00           -NaN
  4.8736296E+00           -NaN
  4.8737273E+00           -NaN
  4.8738246E+00           -NaN
  4.8739219E+00           -NaN
  4.8740196E+00           -NaN
  4.8741169E+00           -NaN
  4.8742146E+00           -NaN
  4.8743119E+00           -NaN
  4.8744097E+00           -NaN
  4.8745070E+00           -NaN
  4.8746042E+00           -NaN
  4.8747020E+00           -NaN
  4.8747993E+00           -NaN
  4.8748970E+00           -NaN
  4.8749943E+00           -NaN
  4.8750920E+00           -NaN
  4.8751893E+00           -NaN
  4.8752871E+00           -NaN
  4.8753843E+00           -NaN
  4.8754821E+00           -NaN
  4.8755794E+00           -NaN
  4.8756771E+00           -NaN
